name,site,subtypes,category,type,phone,full_address,borough,street,postal_code,latitude,longitude,h3,rating,reviews,reviews_link,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,working_hours_old_format,other_hours,business_status,about,range,description,booking_appointment_link,location_link,location_reviews_link,place_id,google_id,cid,kgmid,reviews_id,census_tract
Falafel Times,True,"Mediterranean restaurant, Halal restaurant, Health food restaurant",restaurants,Mediterranean restaurant,True,"2214 South St, Philadelphia, PA 19146",Southwest Center City,2214 South St,19146.0,39.9451845,-75.1791546,892a134d607ffff,4.4,383.0,"https://search.google.com/local/reviews?placeid=ChIJGVr1VNbHxokRLBDHtCejPKc&q=restaurant,+19146,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",37.0,7.0,21.0,31.0,287.0,238.0,https://lh5.googleusercontent.com/p/AF1QipN4Ca0JVpNz5cUC9h2LphS-FVweZCjUkoce4z1i=w800-h500-k-no,Monday:11AM-9PM|Tuesday:11AM-9PM|Wednesday:11AM-9PM|Thursday:11AM-9PM|Friday:11AM-9PM|Saturday:11AM-9PM|Sunday:12-6PM,"[{""online_service_hours"": {""Monday"": ""11 AM-9 PM"", ""Tuesday"": ""11 AM-9 PM"", ""Wednesday"": ""11 AM-9 PM"", ""Thursday"": ""11 AM-9 PM"", ""Friday"": ""11 AM-9 PM"", ""Saturday"": ""11 AM-9 PM"", ""Sunday"": ""12-6 PM""}}]",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Offerings"": {""Comfort food"": true, ""Halal food"": true, ""Healthy options"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Tourists"": true}, ""Payments"": {""Cash-only"": true, ""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true}}",1,,True,"https://www.google.com/maps/place/Falafel+Times/@39.945184499999996,-75.17915459999999,14z/data=!4m8!1m2!2m1!1sFalafel+Times!3m4!1s0x89c6c7d654f55a19:0xa73ca327b4c7102c!8m2!3d39.945184499999996!4d-75.17915459999999","https://www.google.com/maps/place/Falafel+Times/@39.945184499999996,-75.17915459999999,13.99z/data=!4m16!1m7!3m6!1s0x89c6c7d654f55a19:0xa73ca327b4c7102c!2sFalafel+Times!8m2!3d39.945184499999996!4d-75.17915459999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6c7d654f55a19:0xa73ca327b4c7102c!8m2!3d39.945184499999996!4d-75.17915459999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJGVr1VNbHxokRLBDHtCejPKc,0x89c6c7d654f55a19:0xa73ca327b4c7102c,12050686093868601388,/g/11h3p9kyjv,-6396057979840950228,001302
The Bagel Place,True,"Restaurant, Breakfast restaurant, Bagel shop",Bagel shop,Restaurant,True,"404 Queen St, Philadelphia, PA 19147",Southwark,404 Queen St,19147.0,39.9374781,-75.1504434,892a134d42fffff,4.5,451.0,"https://search.google.com/local/reviews?placeid=ChIJk8l-YJ_IxokR3BM7gDW50IQ&q=restaurant,+19147,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",21.0,12.0,23.0,51.0,344.0,180.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB8axRR3wOLqDZuKxMppphWht4cf69I4yihPVpXcSYkPHieETWVA9USTu_bSAnXEJIStSpbebN5YFrLEqsKTuT9SuG-XgPqluDRx6VmvbQLNsgRhxc2GWAWPTrfnyiowf2dSepWW=w800-h500-k-no,Monday:7AM-2PM|Tuesday:7AM-2PM|Wednesday:7AM-2PM|Thursday:7AM-2PM|Friday:7AM-2PM|Saturday:7AM-2PM|Sunday:7AM-2PM,,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""In-store pickup"": true, ""Takeout"": true, ""Dine-in"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Offerings"": {""Coffee"": true}, ""Dining options"": {""Breakfast"": true}, ""Amenities"": {""Wi-Fi"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Quick visit"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",1,"Contemporary bagel bakery with eat-in tables & a menu of coffee drinks, soups & sandwiches.",True,"https://www.google.com/maps/place/The+Bagel+Place/@39.9374781,-75.1504434,14z/data=!4m8!1m2!2m1!1sThe+Bagel+Place!3m4!1s0x89c6c89f607ec993:0x84d0b935803b13dc!8m2!3d39.9374781!4d-75.1504434","https://www.google.com/maps/place/The+Bagel+Place/@39.9374781,-75.1504434,13.99z/data=!4m16!1m7!3m6!1s0x89c6c89f607ec993:0x84d0b935803b13dc!2sThe+Bagel+Place!8m2!3d39.9374781!4d-75.1504434!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6c89f607ec993:0x84d0b935803b13dc!8m2!3d39.9374781!4d-75.1504434!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJk8l-YJ_IxokR3BM7gDW50IQ,0x89c6c89f607ec993:0x84d0b935803b13dc,9570352847598064604,/g/11dfppwqcl,-8876391226111487012,001700
Tacony Latin Flavor,True,Takeout Restaurant,restaurants,Takeout Restaurant,True,"6300 Torresdale Ave, Philadelphia, PA 19135",Tacony,6300 Torresdale Ave,19135.0,40.0208047,-75.0538323,892a1341ea7ffff,4.2,242.0,"https://search.google.com/local/reviews?placeid=ChIJL_cIgNC1xokR69jaGJoWA-k&q=restaurant,+19135,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",29.0,7.0,10.0,31.0,165.0,56.0,https://lh5.googleusercontent.com/p/AF1QipM_Op-HCiH5gTFqiKkkgQsjZbOIpGcELwFyxk5j=w800-h500-k-no,Monday:8AM-5:30PM|Tuesday:8AM-5:30PM|Wednesday:8AM-5:30PM|Thursday:8AM-5:30PM|Friday:8AM-5:30PM|Saturday:8AM-5:30PM|Sunday:Closed,"[{""breakfast"": {""Monday"": ""8-11 AM"", ""Tuesday"": ""8-11 AM"", ""Wednesday"": ""8-11 AM"", ""Thursday"": ""8-11 AM"", ""Friday"": ""8-11 AM"", ""Saturday"": ""8-11 AM"", ""Sunday"": ""Closed""}}]",OPERATIONAL,"{""From the business"": {""Identifies as Latino-owned"": true}, ""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": false}, ""Popular for"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true}, ""Offerings"": {""Coffee"": true, ""Comfort food"": true, ""Quick bite"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free street parking"": true}, ""Other"": {""Identifies as Latino-owned"": true}}",1,,True,"https://www.google.com/maps/place/Tacony+Latin+Flavor/@40.0208047,-75.0538323,14z/data=!4m8!1m2!2m1!1sTacony+Latin+Flavor!3m4!1s0x89c6b5d08008f72f:0xe903169a18dad8eb!8m2!3d40.0208047!4d-75.0538323","https://www.google.com/maps/place/Tacony+Latin+Flavor/@40.0208047,-75.0538323,13.99z/data=!4m16!1m7!3m6!1s0x89c6b5d08008f72f:0xe903169a18dad8eb!2sTacony+Latin+Flavor!8m2!3d40.0208047!4d-75.0538323!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6b5d08008f72f:0xe903169a18dad8eb!8m2!3d40.0208047!4d-75.0538323!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJL_cIgNC1xokR69jaGJoWA-k,0x89c6b5d08008f72f:0xe903169a18dad8eb,16790288686865111275,/g/11j4b3_1wc,-1656455386844440341,032300
New Cambria Restaurant,True,Breakfast restaurant,restaurants,Breakfast restaurant,True,"2775 Kensington Ave, Philadelphia, PA 19134",North Philadelphia,2775 Kensington Ave,19134.0,39.9912003,-75.1227745,892a134f6c7ffff,4.4,145.0,"https://search.google.com/local/reviews?placeid=ChIJ37sL-SbIxokRxLN4KQ0VvU8&q=restaurant,+19134,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",9.0,4.0,10.0,20.0,102.0,170.0,https://lh5.googleusercontent.com/p/AF1QipPESJv6qC0OhrfgSqTDqdYPq8tmfeiHyA2gCoow=w800-h500-k-no,Monday:6AM-2:30PM|Tuesday:6AM-2:30PM|Wednesday:6AM-2:30PM|Thursday:6AM-2:30PM|Friday:6AM-2:30PM|Saturday:6AM-2:30PM|Sunday:Closed,,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great coffee"": true}, ""Popular for"": {""Breakfast"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Offerings"": {""Coffee"": true, ""Comfort food"": true, ""Quick bite"": true, ""Small plates"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dessert"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}}",1,,True,"https://www.google.com/maps/place/New+Cambria+Restaurant/@39.991200299999996,-75.12277449999999,14z/data=!4m8!1m2!2m1!1sNew+Cambria+Restaurant!3m4!1s0x89c6c826f90bbbdf:0x4fbd150d2978b3c4!8m2!3d39.991200299999996!4d-75.12277449999999","https://www.google.com/maps/place/New+Cambria+Restaurant/@39.991200299999996,-75.12277449999999,13.99z/data=!4m16!1m7!3m6!1s0x89c6c826f90bbbdf:0x4fbd150d2978b3c4!2sNew+Cambria+Restaurant!8m2!3d39.991200299999996!4d-75.12277449999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6c826f90bbbdf:0x4fbd150d2978b3c4!8m2!3d39.991200299999996!4d-75.12277449999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ37sL-SbIxokRxLN4KQ0VvU8,0x89c6c826f90bbbdf:0x4fbd150d2978b3c4,5745771845869155268,/g/1tcxkqmp,5745771845869155268,017800
Rocky's Breakfast & Lunch,False,Breakfast restaurant,restaurants,Breakfast restaurant,True,"6208 Woodland Ave, Philadelphia, PA 19142",Elmwood Park,6208 Woodland Ave,19142.0,39.9278342,-75.2307392,892aacb2147ffff,3.6,188.0,"https://search.google.com/local/reviews?placeid=ChIJY3grVKfGxokRnTWXcZcjam8&q=restaurant,+19142,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",36.0,14.0,23.0,31.0,84.0,50.0,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHdOa5ugFYJkEKrmzLF2IGSBMLu-zwKzY7iWcU06cJtERDUyhZbkeVHkYEGjvQD0RAPiCwh2dTiF8VkeSNiBTe2B1NnNMtWH_efwgs65WvJLCN_25dIPKc6IMNvbi9qFyYveHifrnKvaJgzteHkFcPb7lswZpixS48_C0p8mZZrrtXkuvCqm4myEQ=w800-h500-k-no,Monday:7AM-1PM|Tuesday:7AM-1PM|Wednesday:7AM-1PM|Thursday:7AM-1PM|Friday:7AM-1PM|Saturday:7AM-1PM|Sunday:Closed,,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great coffee"": true, ""Great tea selection"": true}, ""Popular for"": {""Breakfast"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Coffee"": true, ""Comfort food"": true, ""Quick bite"": true, ""Small plates"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dessert"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Groups"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}}",1,,True,"https://www.google.com/maps/place/Rocky%27s+Breakfast+%26+Lunch/@39.9278342,-75.2307392,14z/data=!4m8!1m2!2m1!1sRocky%27s+Breakfast+%26+Lunch!3m4!1s0x89c6c6a7542b7863:0x6f6a23977197359d!8m2!3d39.9278342!4d-75.2307392","https://www.google.com/maps/place/Rocky%27s+Breakfast+%26+Lunch/@39.9278342,-75.2307392,13.99z/data=!4m16!1m7!3m6!1s0x89c6c6a7542b7863:0x6f6a23977197359d!2sRocky%27s+Breakfast+%26+Lunch!8m2!3d39.9278342!4d-75.2307392!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6c6a7542b7863:0x6f6a23977197359d!8m2!3d39.9278342!4d-75.2307392!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJY3grVKfGxokRnTWXcZcjam8,0x89c6c6a7542b7863:0x6f6a23977197359d,8028268419094099357,/g/1vvr74qf,8028268419094099357,006600
Mama Mias Pizza & Wings,True,Pizza restaurant,restaurants,Pizza restaurant,True,"6832 Bustleton Ave, Philadelphia, PA 19149",Northeast Philadelphia,6832 Bustleton Ave,19149.0,40.0414089,-75.0649655,892a134117bffff,4.0,232.0,"https://search.google.com/local/reviews?placeid=ChIJN2OZJpy2xokRTYaN2EMWmn0&q=restaurant,+19149,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",35.0,16.0,13.0,22.0,146.0,190.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-CGi_h3n_kCm8sSAGsJoJQqgSg_KBDDKeZEqMhjO5l-MdBU7kH2ZUOPZbNIga_bF2xFJsTFFSSllk7lCNMB6VGw7pA0Y3kJ-7LdSU1phKaT1C-LRwSY7J-z7BBWlhg2mtwS5s_nQ=w800-h500-k-no,Monday:Closed|Tuesday:11AM-11PM|Wednesday:11AM-11PM|Thursday:11AM-11PM|Friday:11AM-12AM|Saturday:11AM-12AM|Sunday:11AM-11PM,,OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Offerings"": {""Coffee"": true, ""Comfort food"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Dessert"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free street parking"": true}}",1,,True,"https://www.google.com/maps/place/Mama+Mias+Pizza+%26+Wings/@40.0414089,-75.0649655,14z/data=!4m8!1m2!2m1!1sMama+Mias+Pizza+%26+Wings!3m4!1s0x89c6b69c26996337:0x7d9a1643d88d864d!8m2!3d40.0414089!4d-75.0649655","https://www.google.com/maps/place/Mama+Mias+Pizza+%26+Wings/@40.0414089,-75.0649655,13.99z/data=!4m16!1m7!3m6!1s0x89c6b69c26996337:0x7d9a1643d88d864d!2sMama+Mias+Pizza+%26+Wings!8m2!3d40.0414089!4d-75.0649655!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6b69c26996337:0x7d9a1643d88d864d!8m2!3d40.0414089!4d-75.0649655!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJN2OZJpy2xokRTYaN2EMWmn0,0x89c6b69c26996337:0x7d9a1643d88d864d,9050570881806206541,/g/1tmxghvh,9050570881806206541,031401
Wood Street Pizza,True,"Pizza restaurant, Cheesesteak restaurant, Chicken restaurant, Fast food restaurant, Fried chicken takeaway, Takeout Restaurant, Pizza Takeout, Restaurant, Salad shop, Sandwich shop",restaurants,Pizza restaurant,True,"325 N 12th St, Philadelphia, PA 19107",Center City,325 N 12th St,19107.0,39.9584238,-75.1582912,892a1348937ffff,4.6,481.0,"https://search.google.com/local/reviews?placeid=ChIJjdyNMivGxokRK4hytsKYsMw&q=restaurant,+19107,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",24.0,9.0,17.0,52.0,379.0,351.0,https://lh5.googleusercontent.com/p/AF1QipNu1NGLLeSLO2SNFaEqztwp8ThRhxaFxomRO73I=w800-h500-k-no,Monday:11AM-9PM|Tuesday:11AM-9PM|Wednesday:11AM-10PM|Thursday:11AM-11PM|Friday:11AM-12AM|Saturday:12PM-12AM|Sunday:12-10PM,,OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Offerings"": {""Comfort food"": true, ""Late-night food"": true, ""Quick bite"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Paid street parking"": true, ""Parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",1,,True,"https://www.google.com/maps/place/Wood+Street+Pizza/@39.9584238,-75.1582912,14z/data=!4m8!1m2!2m1!1sWood+Street+Pizza!3m4!1s0x89c6c62b328ddc8d:0xccb098c2b672882b!8m2!3d39.9584238!4d-75.1582912","https://www.google.com/maps/place/Wood+Street+Pizza/@39.9584238,-75.1582912,13.99z/data=!4m16!1m7!3m6!1s0x89c6c62b328ddc8d:0xccb098c2b672882b!2sWood+Street+Pizza!8m2!3d39.9584238!4d-75.1582912!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6c62b328ddc8d:0xccb098c2b672882b!8m2!3d39.9584238!4d-75.1582912!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJjdyNMivGxokRK4hytsKYsMw,0x89c6c62b328ddc8d:0xccb098c2b672882b,14749456741690411051,/g/11g9jmldt0,-3697287332019140565,037600
Big Ben Pizza,True,"Pizza restaurant, Delivery Restaurant",restaurants,Pizza restaurant,True,"7266 Rising Sun Ave, Philadelphia, PA 19111",Northeast Philadelphia,7266 Rising Sun Ave,19111.0,40.0613984,-75.0841728,892a13412b3ffff,3.7,679.0,"https://search.google.com/local/reviews?placeid=ChIJuWQs0be2xokRt_hQWlRqayU&q=restaurant,+19111,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",131.0,47.0,48.0,108.0,345.0,348.0,https://lh5.googleusercontent.com/p/AF1QipNi9HuLKC_nzZmScSqVN6f1Yapb4QjGqVQoozi9=w800-h500-k-no,Monday:11AM-11PM|Tuesday:11AM-11PM|Wednesday:11AM-11PM|Thursday:11AM-11PM|Friday:11AM-12AM|Saturday:11AM-12AM|Sunday:12-10PM,,OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""Groups"": true, ""Tourists"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Kids' menu"": true}, ""Parking"": {""Free street parking"": true}}",1,"No-frills joint offering a huge menu featuring pies, hoagies, burgers, wings & Italian mains.",True,"https://www.google.com/maps/place/Big+Ben+Pizza/@40.0613984,-75.08417279999999,14z/data=!4m8!1m2!2m1!1sBig+Ben+Pizza!3m4!1s0x89c6b6b7d12c64b9:0x256b6a545a50f8b7!8m2!3d40.0613984!4d-75.08417279999999","https://www.google.com/maps/place/Big+Ben+Pizza/@40.0613984,-75.08417279999999,13.99z/data=!4m16!1m7!3m6!1s0x89c6b6b7d12c64b9:0x256b6a545a50f8b7!2sBig+Ben+Pizza!8m2!3d40.0613984!4d-75.08417279999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6b6b7d12c64b9:0x256b6a545a50f8b7!8m2!3d40.0613984!4d-75.08417279999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJuWQs0be2xokRt_hQWlRqayU,0x89c6b6b7d12c64b9:0x256b6a545a50f8b7,2696365712436426935,/g/1tflszt3,2696365712436426935,030700
China King Restaurant,True,"Chinese restaurant, Delivery Restaurant",restaurants,Chinese restaurant,True,"2501 S 70th St, Philadelphia, PA 19142",Elmwood Park,2501 S 70th St,19142.0,39.9171572,-75.2363521,892aacb2ed7ffff,3.7,133.0,"https://search.google.com/local/reviews?placeid=ChIJUY1Gwg_ExokRdwQqGFXEZCo&q=restaurant,+19153,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",26.0,4.0,16.0,21.0,66.0,17.0,https://lh5.googleusercontent.com/p/AF1QipO2d5hDgUMAkH304iB3qC-z961B7cV15D96RuOr=w800-h500-k-no,Monday:11AM-10PM|Tuesday:11AM-10PM|Wednesday:11AM-10PM|Thursday:11AM-10PM|Friday:11AM-11PM|Saturday:11AM-11PM|Sunday:Closed,,OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Offerings"": {""Comfort food"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Amenities"": {""Restroom"": false}, ""Atmosphere"": {""Casual"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free street parking"": true}}",1,"Basic take-out venue offering a familiar menu of Chinese noodles, stir-fries, meat & seafood dishes.",True,"https://www.google.com/maps/place/China+King+Restaurant/@39.9171572,-75.23635209999999,14z/data=!4m8!1m2!2m1!1sChina+King+Restaurant!3m4!1s0x89c6c40fc2468d51:0x2a64c455182a0477!8m2!3d39.9171572!4d-75.23635209999999","https://www.google.com/maps/place/China+King+Restaurant/@39.9171572,-75.23635209999999,13.99z/data=!4m16!1m7!3m6!1s0x89c6c40fc2468d51:0x2a64c455182a0477!2sChina+King+Restaurant!8m2!3d39.9171572!4d-75.23635209999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c6c40fc2468d51:0x2a64c455182a0477!8m2!3d39.9171572!4d-75.23635209999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJUY1Gwg_ExokRdwQqGFXEZCo,0x89c6c40fc2468d51:0x2a64c455182a0477,3054782317020710007,/g/1tf6y9h0,3054782317020710007,006200
Chipotle Mexican Grill,True,"Mexican restaurant, Caterer, Fast food restaurant",restaurants,Mexican restaurant,True,"2307 Street Rd, Bensalem, PA 19020",Bensalem,2307 Street Rd,19020.0,40.1031431,-74.9493721,892a1342617ffff,2.7,724.0,"https://search.google.com/local/reviews?placeid=ChIJKbOaTXRNwYkRMjaACMZmaM4&q=restaurant,+19154,+Philadelphia,+PA,+US&authuser=0&hl=en&gl=US",343.0,34.0,53.0,68.0,226.0,48.0,https://lh3.googleusercontent.com/gps-cs-s/AB5caB-if4uiIHWr0Ob0fqOt_pZBxp7PhHKSAFK2nKxnGdUWwIljdyG1IU3-apRUlpISI9m4cwlm-Ve5Y_iTDAoXTqabsxs021ySdbMVlDtG4nMDKxGOU-3FlwF8f4hTFjyJarg8IBQQjw=w800-h500-k-no,Monday:10:45AM-10PM|Tuesday:10:45AM-10PM|Wednesday:10:45AM-10PM|Thursday:10:45AM-10PM|Friday:10:45AM-10PM|Saturday:10:45AM-10PM|Sunday:10:45AM-10PM,,OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Food"": true, ""Healthy options"": true, ""Quick bite"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""College students"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",1,"Fast-food chain offering Mexican fare, including design-your-own burritos, tacos & bowls.",True,"https://www.google.com/maps/place/Chipotle+Mexican+Grill/@40.1031431,-74.94937209999999,14z/data=!4m8!1m2!2m1!1sChipotle+Mexican+Grill!3m4!1s0x89c14d744d9ab329:0xce6866c608803632!8m2!3d40.1031431!4d-74.94937209999999","https://www.google.com/maps/place/Chipotle+Mexican+Grill/@40.1031431,-74.94937209999999,13.99z/data=!4m16!1m7!3m6!1s0x89c14d744d9ab329:0xce6866c608803632!2sChipotle+Mexican+Grill!8m2!3d40.1031431!4d-74.94937209999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x89c14d744d9ab329:0xce6866c608803632!8m2!3d40.1031431!4d-74.94937209999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJKbOaTXRNwYkRMjaACMZmaM4,0x89c14d744d9ab329:0xce6866c608803632,14873250770123241010,/g/11fn2c4078,-3573493303586310606,100208
